headline,category
"Victory for Maharashtra, says Uddhav Sena, Sharad Pawar seeks probe into Koshyari's decisions as governor",politics
7,politics
8,politics
9,politics
10,politics
11,politics
12,politics
News,politics
News,politics
"Telangana CM KCR slams PM Modi, mocks $3.1 trillion economy claim",politics
"PM Modi sounds poll bugle in Rajasthan, slams Gehlot government for low growth",politics
Expunged remarks of netas show 'authoritarian' face of government: Congress,politics
Governor RN Ravi's fresh jibe at Stalin government: Dalits in Tamil Nadu face atrocities every other day,politics
"Hours after JP Nadda's visit, Maoists kill another BJP neta in Chhattisgarh's Bastar",politics
"PM Narendra Modi mocks Congress, Left for ‘kushti’ in Kerala and ‘dosti’ in Tripura",politics
"Election results in Tripura, Meghalaya, Nagaland not related to Bharat Jodo Yatra’s success, says Congress",politics
"Gehlot’s gaffe: Rajasthan CM reads out old Budget excerpts, sparks bedlam",politics
Mallikarjun Kharge criticises editing of his speech,politics
"Rs 5 meals for poor, bikes for girls in BJP Tripura manifesto",politics
PM Modi foiled ‘desperate’ Opposition’s bid to disrupt Rajya Sabha proceedings: BJP,politics
"Opposition members in Rajya Sabha rush to Well, disrupt PM’s speech",politics
"Rules of House can’t subvert freedom of speech, says Kharge",politics
"BJP counters opposition onslaught on Budget with praises for PM, FM",politics
"PM Modi in Rajya Sabha: Even together, opposition can’t get better of me",politics
'Anarth-niti ': PM Modi warns opposition against populist schemes to win elections,politics
"Indira Gandhi dismissed elected state govts 50 times, Congress troubled every regional leader: PM Modi",politics
"Congress slowed India's progress, country lost 6 decades: PM Modi's broadside at grand old party amid opposition sloganeering in Rajya Sabha",politics
Why Mallikarjun Kharge could not do a Rahul Gandhi on Adani in Rajya Sabha,politics
Future of youth in Uttarakhand secure in hands of Pushkar Singh Dhami: BJP,politics
"A day after quitting as CLP chief, Thorat skips key meet",politics
"Some of Rahul Gandhi's remarks expunged, Congress protests ‘death of democracy’",politics
Whatever Rahul Gandhi has said in Parliament is a bundle of lies: Jai Ram Thakur,politics
'ED did what voters couldn't do': PM Modi's graft dig at opposition,politics
Democracy was 'cremated' in Lok Sabha: Congress on expunging of Rahul Gandhi's remarks,politics
"Crisis in Maharashtra Congress, CLP leader Balasaheb Thorat quits after tussle with state chief",politics
"Congress too has Adani ties, favoured some corporates: BJP",politics
"Rahul Gandhi attacks 'crony capitalism', BJP hits back with 'Congress graft'",politics
Shiv Sena's Thackeray faction boycotts parliament debate on president's address,politics
Solving people’s pain greater aspiration than any personal reward: Varun Gandhi,politics
Balasaheb Thorat steps down as Maharashtra Congress legislature party leader after 'rift' with Nana Patole,politics
Our case on Article 370 in Supreme Court is strong: Omar Abdullah,politics
"Hum Adani ke Hain Kaun: Congress targets PM Modi over Hindenburg report, minister hits back",politics
"Time has come for farmers to run the country, says KCR at BRS' first national rally",politics
"BJP tweaks Hindutva narrative in poll-bound Rajasthan, focuses on folk gods",politics
"EC serves show-cause notice to NPP, UDP in Meghalaya for model code violation",politics
How opposition leaders praised Nirmala Sitharaman’s Budget 2023,politics
How Nirmala Sitharaman’s Amrit Kaal Budget 2023 gives priority to women,politics
Congress promises to settle Karnataka’s water woes in 5 years if voted to power,politics
See a ray of hope in Congress leader Rahul Gandhi: Former J&K CMs,politics
"Aim of Bharat Jodo Yatra is to save liberal, secular ethos of India: Rahul Gandhi",politics
"Shivpal Yadav, Swami Prasad Maurya get key roles in SP’s national executive",politics
Await meeting of like-minded parties for Lok Sabha polls: Nitish Kumar,politics
"Bharat Jodo Yatra aimed at changing India's situation, not to improve Rahul Gandhi's image: Omar Abdullah",politics
Comprehensive consultations with stakeholders must for electoral reforms: Kiren Rijiju,politics
"Hold armed forces in highest esteem, my questions were to govt and not defence officials: Digvijaya Singh",politics
"Want to quit, have told PM: Maharashtra governor Koshyari",politics
Congress will do whatever it takes to restore J&K's lost statehood: Rahul Gandhi,politics
Congress will not accept any compromise with Rahul Gandhi's security: Jairam Ramesh in J&K,politics
Modi mantra now resonates world over: Yogi Adityanath,politics
8,politics
9,politics
10,politics
11,politics
12,politics
News,politics
News,politics
"BJP might lose all 80 Lok Sabha seats in Uttar Pradesh in 2024, says SP chief Akhilesh Yadav",politics
When Union minister Pralhad Joshi ducked Congress’s repeated demands for apology over Rahul Gandhi,politics
"BJP, RSS created atmosphere of hatred, fear in country: Rahul Gandhi at Pathankot rally",politics
"‘Jadugari’ in paper leaks, political appointments: Sachin Pilot ‘takes on’ Rajasthan CM Ashok Gehlot",politics
Bharat Jodo Yatra aims to unite India against anti-people policies of BJP: Rahul in Himachal,politics
Big jolt to Congress in Punjab: Former minister Manpreet Singh Badal joins BJP,politics
"Are Centre, opposition and Supreme Court heading for a showdown over judicial appointments?",politics
Rahul Gandhi's 'Bharat Jodo Yatra' enters Himachal Pradesh,politics
"Have huge respect for Sikh community, India would not be India had it not been for them: Rahul",politics
"400 days left to polls, use them to serve people: PM Modi at national executive meeting",politics
PM Modi's speech to be highlight at BJP meet on last day,politics
Punjab shouldn't be run from Delhi: Congress leader Rahul Gandhi to CM Bhagwant Mann,politics
Congress 'manager' old and irrelevant: Acharya Pramod Krishnam,politics
"BJP's National executive meeting begins; JP Naada, all state general secretaries present",politics
Gujarat poll result sends message that Narendra Modi will be re-elected PM in 2024: Amit Shah,politics
"Congress suspends Bharat Jodo Yatra after Jalandhar MP's demise, cancels Rahul Gandhi's press conference",politics
"Focus on groundwork, social media presence: PM Modi's advice to party MPs ahead of 2024 Lok Sabha elections",politics
"Socialist leader, ex-Union minister, 7-time MP Sharad Yadav passes away at 75",politics
"Tejashwi called Nitish a BJP agent, not me: RJD MLA Sudhakar Singh",politics
Deposit Rs 163 crore in 10 days for political advertisements: Delhi govt to AAP,politics
Role of armed struggle in getting Independence ignored: Amit Shah,politics
CPM & Congress have agreed on Tripura pre-poll pact: Sitaram Yechury,politics
War of billboards: How new year promo ads turned political,politics
Tapasvi vs pujari: Rahul Gandhi’s remarks draw ire from BJP and priests,politics
"Doing my job, raising voice against fear & hatred, not worrying about results, Rahul Gandhi invokes Gita",politics
"Bharat Jodo Yatra against fear, hatred being spread: Rahul Gandhi",politics
'Bade log hain': Political strategist-turned-activist Prashant Kishor on Rahul Gandhi's 'Bharat Jodo Yatra',politics
Government aiming to make country free of Naxalism before 2024 elections: Amit Shah,politics
Will Tejashwi Yadav act against Nitish Kumar-baiter RJD MLA Sudhakar Singh?,politics
"Bharat Jodo Yatra in Haryana, but Rahul Gandhi off to Delhi to see ailing Sonia Gandhi",politics
Congress forms committee to evaluate Gujarat assembly poll results,politics
"Permanent seat for Sonia Gandhi, Rahul at Congress’s top body?",politics
Why Karnataka will be acid test for Rahul Gandhi-led Bharat Jodo Yatra,politics
"No invite yet to Ghulam Nabi Azad to join Bharat Jodo Yatra when it enters J&K, says Congress leaders",politics
Dissent verdict in note ban pleas slap on the wrist: Congress,politics
"Congress leader Rahul, opposition should now apologise: BJP after SC verdict on demonetisation",politics
Amit Shah to visit 11 states this month as part of BJP's 'Lok Sabha Prawas' exercise,politics
No problem if Rahul Gandhi is PM candidate: Bihar chief minister Nitish Kumar,politics
"No tie-up with JD(S), PM Modi will lead Karnataka campaign: Amit Shah",politics
"‘Massive undercurrent’, 2024 win tough for BJP: Congress leader Rahul Gandhi",politics
"Consider BJP my guru, it constantly reminds me what should not be done: Rahul Gandhi",politics
‘No basis at all’: Ghulam Nabi Azad rubbishes speculation of rejoining Congress,politics
Time to end dynastic politics: Shah sounds Karnataka poll bugle,politics
Bihar BJP ousts vice-president Rajib Ranjan who 'praised' Nitish Kumar,politics
How PM Modi’s mother Heeraben was inspiration behind key central schemes,politics
"Politics is not showbiz, it's about rolling welfare: Andhra Pradesh CM Jagan Mohan Reddy",politics
Buzz that PM Modi may rejig team after January 14,politics
'Rahul Gandhi violated security norms 113 times since 2020',politics
"'Bharat Jodo Yatra' has done wonders, translating into votes next challenge: Shashi Tharoor",politics
"Not received invitation for Bharat Jodo Yatra; Congress, BJP the same: SP chief Akhilesh Yadav",politics
9,politics
10,politics
11,politics
12,politics
News,politics
News,politics
Curious case of Rahul Gandhi’s T-shirt and missing jacket,politics
Provide security to Kashmiri Pandit employees or shift them to Jammu: Congress,politics
"'Rahul Gandhi not Ram, BJP following path of Ravana': Salman Khurshid",politics
'Sangh Parivaar' dividing India into 'tukde-tukde': Congress leader Mani Shankar Aiyar,politics
"Karnataka Congress chief condemns Maharashtra resolution, asserts will not cede single village",politics
Tit for tat: Why Rahul Gandhi visited Atal Bihari Vajpayee’s samadhi,politics
3 notable things in VP Jagdeep Dhankhar’s maiden session of Rajya Sabha,politics
"No matter how hard BJP and Sangh try, Rahul Gandhi's 'Bharat Jodo Yatra' won't stop: Congress",politics
Kharge as Congress president won’t impact Karnataka election: BJYM chief Tejasvi Surya,politics
Youth at the centre of Modi sarkar’s good governance schemes: BJYM chief Tejasvi Surya,politics
Uttar Pradesh bypoll outcome a signal of course correction for parties?,politics
No regional party can represent a vision for entire country: Rahul Gandhi,politics
100 days of Bharat Jodo Yatra: 5 issues it is not about,politics
"Border row: Meeting in Delhi achieved nothing, favoured Karnataka, claims Uddhav Thackeray",politics
Perception about Nitish Kumar has spoiled: Union minister Giriraj Singh,politics
"In Modi's praise for Gujarat unit for BJP win, rap for HP netas",politics
Telangana chief minister K Chandrashekhar Rao inaugurates Bharat Rashtra Samithi party office in Delhi,politics
"‘Who is Pappu now?’: TMC MP takes dig at Centre over economy, BJP’s Himachal loss",politics
Tejashwi Yadav to lead Bihar coalition in 2025 assembly polls: Nitish Kumar,politics
"Meghalaya elections: Mamata sounds poll bugle, promises rule by son of the soil",politics
Opposition parties stage walkout from Rajya Sabha as govt refuses clarifications on Rajnath's statement on Tawang clash,politics
'Disillusioned with central leadership': Sikkim BJP president says he has resigned,politics
"Congress fought coalition of BJP, AAP, AIMIM in Gujarat: Congress MP Digvijaya Singh",politics
Congress’s Khedawala is Gujarat’s lone Muslim MLA,politics
Bhupendra Patel to take oath as Gujarat chief minister tomorrow,politics
"2 Congress councillors & VP return to party fold after protests, regret ‘mistake’",politics
"Sukhvinder Sukhu, who headed Congress’s Himachal Pradesh campaign, to be CM",politics
Congress's 'Bharat Jodo Yatra' resumes from Rajasthan's Bundi,politics
Gujarat election results: BJP won 11 seats by margin of 1 lakh+ votes,politics
Even combined votes of AAP & Congress not enough to beat BJP,politics
"Bhupendra Patel resigns, likely to come back as Gujarat CM today",politics
Congress blames local netas for Gujarat debacle,politics
MLAs send 3 names to Congress brass to pick Himachal CM,politics
"Acrimony continues between BJP, Congress after elections in Gujarat, Himachal Pradesh, MCD",politics
Akhilesh Yadav united warring clan to defend family fief Mainpuri,politics
Bihar bypoll result: Kurhani shows JD(U) is now struggling to retain most backwards castes vote bank,politics
"In bypoll prestige fights, SP retains Mulayam Singh Yadav's bastion, BJP wrests Azam Khan's fort",politics
'Aamdani Atthanni Kharcha Rupaiya': PM Modi slams parties using shortcuts for short-term political gains,politics
"156/182: BJP rides on Modi wave in Gujarat to blow away Congress, tame AAP",politics
"Anti-incumbency, low-key campaign? What worked for Congress in Himachal Pradesh",politics
Gujarat win has sounded bugle for BJP's success in 2024 LS poll: Himanta,politics
Gujarat: BJP wins Jhagadia Assembly seat for 1st time; veteran tribal leader Chhotubhai Vasava loses,politics
How AAP got mixed results in Gujarat assembly election,politics
"Overcome with lot of emotions, says PM Modi after BJP's record-breaking win in Gujarat",politics
7 consecutive wins in assembly elections: BJP equals CPM's West Bengal record with massive victory in Gujarat,politics
5 hurdles that BJP crossed to create history in Gujarat,politics
"1-1-1 scoreline: BJP, Congress and AAP share electoral honours",politics
"Gujarat jolt, Himachal boost leaves Congress with bittersweet taste; sterner tests await party on road to 2024",politics
Bhupendra Patel set to retain CM's chair after BJP sweeps Gujarat polls,politics
Gujarat polls: BJP says its development agenda won and negative politics of Congress lost,politics
10,politics
11,politics
12,politics
News,politics
News,politics
"In land of Amul, BJP tastes success after 5 years, party nominee Yogesh Patel set to wrest Anand from Congress",politics
Good show in Mainpuri as family unitedly contested bypoll: Shivpal Yadav,politics
BJP's gain in Gujarat actual manifestation of development works done: Hardeep Singh Puri,politics
Biggest credit for Gujarat's victory goes to people's trust in PM Modi: Rajnath,politics
"Boost for AAP, hope for BJP, despair for Congress: Key takeaways from MCD elections",politics
"Main takeaways of MCD election results: Significance for AAP, BJP, Congress",politics
Opposition leaders attend meeting called by Congress chief Kharge to evolve joint strategy for winter session,politics
"Amarinder, Jakhar part of new 17-member Punjab BJP core committee",politics
How voter turnout is linked to BJP's seats in Gujarat assembly elections since 1980,politics
"Kejriwal congratulates Delhiites after exit polls show win for AAP in MCD, calls prediction for Gujarat 'positive sign'",politics
"UP bypolls: People prevented from voting, says Akhilesh Yadav; BJP trashes claim",politics
"Bharat Jodo Yatra: Rahul Gandhi targets BJP, RSS; Ashok Gehlot alleges media 'boycott'",politics
"People prevented from casting votes in Mainpuri, Rampur bypolls: SP chief Akhilesh Yadav",politics
"Prestige battles today in bypolls to Mulayam Singh Yadav bastion, 6 assembly seats",politics
Mallikarjun Kharge calls for ‘top to bottom’ accountability at key Congress meet,politics
BJP's Mission South gains momentum post Kashi Tamil Samagam,politics
Will Shivpal-Akhilesh's mended fence keep BJP out of Mainpuri?,politics
"Congress defectors Amarinder Singh, Sunil Jakhar in top BJP body",politics
"Nitish Kumar, Tejashwi Yadav address their first joint political rally since joining hands",politics
A 'brilliant event manager': Congress quotes Advani to take dig at PM Modi over G20 presidency; BJP hits back,politics
"Will get majority in Gujarat elections, says Congress president Mallikarjun Kharge",politics
Will continue fight for J&K's statehood: Ghulam Nabi Azad,politics
Calcutta HC allows TMC to hold rally near house of BJP's Suvendu Adhikari,politics
Why Sonia Gandhi has stopped addressing election rallies,politics
"PM's policies creating economic disparity & political dictatorship, which will break country: Congress",politics
Mobile library set up as part of Congress leader Rahul Gandhi's Bharat Jodo Yatra,politics
"West Bengal: CM Mamata Banerjee makes surprise visit to remote village, interacts with villagers",politics
Shivpal Yadav asks people of Mainpuri to call SP chief Akhilesh 'Chhote Netaji',politics
Prakash Ambedkar asks Uddhav-led Sena to clarify stand on alliance with MVA,politics
Election Commission to hear Shiv Sena factions on December 12,politics
Why both BJP and Congress are rejecting AAP in Gujarat assembly election,politics
"2 NPP MLAs & 1 from TMC quit, likely to join Meghalaya BJP",politics
UP trims Shivpal’s security; CM Yogi calls him pendulum,politics
Both Gehlot & Pilot are 'assets' to Congress: Rahul,politics
"Ashok Gehlot vs Sachin Pilot: Both leaders are assets, says Rahul Gandhi",politics
Congress will take tough calls on Rajasthan if needed: Jairam Ramesh,politics
"Bihar: First in 30 years, Md Shahabuddin's kin out of RJD panels",politics
CWC revamp likely in February Congress plenary,politics
Bid to stay on? Rajasthan CM Ashok Gehlot prepares for early budget,politics
'Crorepati' MCD candidates up from 30% to 42%,politics
BJP's 10 fake videos vs my 10 pledges: Delhi chief minister Kejriwal,politics
FIR against MP BJP leader for 'doctored video' of pro-Pakistan sloganeering during Congress's yatra,politics
Rahul Gandhi uniting people: RLD leader Jayant Chaudhary,politics
Not against Mamata-Suvendu courtesy meeting: BJP leader Dilip Ghosh,politics
"Delhi: Free bicycles,  5 meals in BJP's MCD manifesto",politics
EC: No law to cancel religious names and symbols of parties,politics
"With 'traitor' remark against Sachin Pilot, Ashok Gehlot yet again challenges Congress leadership",politics
West Bengal CM Mamata Banerjee meets Suvendu Adhikari over tea at her assembly chamber,politics
"Rajasthan CM Gehlot brands his bete noire Pilot ‘gaddar’, says he’ll never get CM post",politics
"Gujarat assembly election: Why BJP, Congress are focusing on these 27 seats",politics
11,politics
12,politics
News,politics
News,politics
Sachin Pilot: Bharat Jodo Yatra will be successful in Rajasthan,politics
Inclusion of CJI in consultative process for CEC appointment will ensure independence: Supreme Court,politics
"Row over Rahul Gandhi's remarks on Savarkar: Chapter closed now, says Jairam Ramesh",politics
Nation's face against PM Modi is Mamata Banarjee: TMC MLA on BJP's 'big Khela' remark,politics
Gujarat polls: BJP suspends 12 rebels fighting as independents; 6-time MLA among them,politics
Aaditya Thackeray to meet Bihar deputy CM Tejashwi Yadav on November 23,politics
"Chhatrapati Shivaji row: Move Bhagat Singh Koshyari out, appoint new governor for Maharashtra, says Ashok Chavan",politics
"Ahead of Rahul’s Bharat Jodo Yatra in Rajasthan, Sachin on 'pilot' mode again!",politics
"Sachin Pilot loyalists flex muscles ahead of Congress Yatra, want Ashok Gehlot replaced as CM",politics
"PM 'rattled', indulging in 'defame to inflame' politics to criticise yatra: Congress",politics
"Gujarat poll: PM Modi turns election into a personal battle, once again",politics
YS Jagan Mohan Reddy calls N Chandrababu Naidu jilted power lover,politics
Akhilesh Yadav touches Shivpal's feet in Mainpuri,politics
Delhi took revenge by demoting Devendra Fadnavis as deputy CM: Uddhav Thackeray hits back,politics
Rahul Gandhi faces flak from ally and rivals over remarks on Savarkar,politics
Don't agree with what Rahul Gandhi said on Savarkar: Uddhav Thackeray,politics
"Am not a soothsayer, can't predict future: Rahul on Bharat Jodo Yatra's impact on Congress",politics
Why AAP is miffed with Surat candidate's withdrawal from Gujarat assembly election,politics
Conspiracies against me will be foiled: Jharkhand chief minister Hemant Soren,politics
"Gehlot vs Pilot: With Kharge still ‘silent’, Ajay Maken quits as incharge of Rajasthan Congress",politics
Ajay Maken unwilling to continue as Congress's Rajasthan in-charge,politics
"Fact-checking: PIB counters Rahul Gandhi on ‘sale’ of railways, Congress ticks Amit Shah off over Ukraine war",politics
BJP’s Shehzad Poonawalla sends legal notice to AAP MLA Naresh Balyan for linking his name with Aaftab Poonawala in Shraddha murder case,politics
"Gujarat polls: Politics is not part-time tourism, it's full-time hard work, BJP leader slams Asaduddin Owaisi",politics
BJP shaken by Rahul Gandhi's 'Bharat Jodo Yatra': Ashok Gehlot,politics
"Nehru's birth anniversary: Congress, BJP clash again on his Kashmir policy",politics
Some rebel Sena MLAs will certainly return: Sanjay Raut,politics
"People of Himachal have decided to go with PM Modi, all other factors irrelevant: CM Jairam Thakur",politics
Gujarat assembly elections: Stiff contest for minority votes as more 'secular' parties in fray,politics
"Rahul says BJP's policies spreading fear in people, targets Modi govt on note ban, GST at yatra rally",politics
Rampur court rejects Azam Khan's plea challenging conviction in hate speech case,politics
Congress will restore old faith of senior citizens by bringing back OPS in Himachal: Rahul Gandhi,politics
"Himachal Pradesh elections: Multiple CM faces our strength, not weakness, says Congress president Kharge",politics
Every vote you cast in favour of lotus will enhance my strength: PM Modi's appeal to Himachal Pradesh electorate,politics
Sanjay Raut's bail exposed 'vendetta politics' of BJP govt: Mallikarjun Kharge,politics
"Himachal Pradesh assembly election: 3 issues worrying BJP govt, says CM Jairam Thakur",politics
Azam Khan disqualification: SC asks Election Commission not to issue bypoll notification till Thursday,politics
"2022 Himachal elections: Have faith in Congress, it will restore old pension scheme, give free power, Bhupesh Baghel tells voters",politics
BJP 'using' CAA with eye on Gujarat polls: Mamata Banerjee,politics
"Congress stands for unity, BJP for uniformity: Jairam Ramesh",politics
"Congress leader says Hindu’s meaning is vulgar, party distances itself while BJP demands apology",politics
"Himachal Pradesh elections: Old pension scheme should be implemented across India, says Rajasthan CM Ashok Gehlot",politics
"Himachal Pradesh elections: Congress created hurdles in all development projects for state, says Anurag Thakur",politics
Khatauli assembly bypoll on December 5 as sitting MLA disqualified,politics
BJP to win 55 of 60 seats in 2023 Tripura polls: Himanta Biswa Sarma,politics
Gujarat assembly election: BJP has shed seats in every poll since 2002 while Cong has gained,politics
PM Modi yet to acknowledge 'epic failure' of demonetisation move: Mallikarjun Kharge,politics
"Congress's 'Bharat Jodo Yatra' set to enter Maharashtra, Rahul Gandhi to address rallies on Nov 10 and 18",politics
Setback for Naveen Patnaik as BJD faces 1st bypoll loss since 2009,politics
"Reasonable to have ambition in politics, approach makes difference: Rajasthan CM Ashok Gehlot",politics
12,politics
News,politics
News,politics
AAP positioning itself as alternative to BJP sets tone for high-voltage contest,politics
"BJP looks at seventh straight win, and with a better tally",politics
Himachal Pradesh set to buck trend of alternating governments: Amit Shah,politics
"Telangana CM K Chandrasekhar Rao releases ‘poachgate’ footage, says will share ‘evidence’ with CJI, HC",politics
"Gujarat polls on December 1 and 5: Undefeated for 27 years, BJP readies for 3-way fight",politics
Why Election Commission must declare Gujarat poll schedule by November 6,politics
Sachin Pilot-Ashok Gehlot fight for Rajasthan top job flares up again,politics
Sachin Pilot raises pitch against Ashok Gehlot again: Can new Congress chief Kharge 'discipline' Rajasthan leaders?,politics
"Bharat Jodo Yatra is bringing about silent revolution, will change political landscape: Mallikarjun Kharge",politics
PM Modi to visit Kolkata this month to launch programme under 'Namami Gange',politics
"Congress attacks but Ashok Gehlot praises Modi, PM returns compliment",politics
"‘Is it act of god or act of fraud?’, Congress trolls PM Modi over Gujarat bridge collapse",politics
Telangana: High-stakes campaign precedes November 3 bypoll to Munugode assembly seat,politics
"RSS real coffee, BJP just the frothy top: Prashant Kishor",politics
India borrowed Rs 80 lakh crore during 8 years of Modi government: TRS,politics
Congress will withdraw GST on handloom products & keep only one tax slab if it comes to power: Rahul Gandhi,politics
"Rahul Gandhi 'sowing seeds of love' against BJP-RSS's 'hatred': Congress MP, MLAs during Bharat Jodo Yatra",politics
"Accession Day: BJP blames Nehru, Congress targets Modi govt for plight of Kashmiri Pandits",politics
"TRS, MIM practice the same politics as the politics of BJP: Jairam Ramesh",politics
Congress demands white paper from Modi government on 'plight of Kashmiri Pandits',politics
"Inspired by Rishi Sunak, Owaisi says hijab-clad woman should be Indian PM, gets roasted",politics
Assembly polls: Gujarat transfers over 900 officials after EC rap; 51 yet to be moved,politics
How Rishi Sunak as UK PM triggered row over minorities in India,politics
"Pledged my full support, cooperation to Mallikarjun Kharge in taking Congress forward: Shashi Tharoor",politics
Maharashtra: Minister aspirants in Eknath Shinde's group may get state board posts,politics
"Government recycled old charges to divert attention, says Congress",politics
"Ahead of Gujarat polls, Congress, BJP slug it out over tribal votes",politics
BJP slams Patil’s ‘jihad’ remark; Congress too dubs it ‘unacceptable’,politics
1 of 6 parties to reply to EC backs plan on poll promises,politics
HAM: Remark backing any Nitish return to NDA 'misinterpreted',politics
Another volte face by Nitish in Bihar's interests will have our support: HAM chief,politics
Congress' Bharat Jodo Yatra to enter Telangana on October 23,politics
BJP calls Patil's ‘jihad’ remark attempt to 'insult' Hindu religion; Congress calls it ‘unacceptable’,politics
BJP’s Rajinder Sharma elected Jammu mayor; Congress boycotts polls,politics
"Tharoor 'two-faced', made baseless claims, says Congress poll chief",politics
"'Netas make money, why should we vote for free?'",politics
Delhi CM to Union minister Shah: How much funds did Centre give corporations?,politics
"Choose AAP-nirbhar or aatmanirbhar, says Shah",politics
'President: Indian National Congress' Mallikarjun Kharge changes Twitter bio after party poll victory,politics
"'They want to make Delhi AAP-nirbhar but ... ,' says Amit Shah",politics
"'One face before us, another in the media': Shashi Tharoor camp gets a Congress tongue-lashing over poll irregularities charge",politics
5 ways in which Kharge vs Tharoor mirrors Sonia Gandhi vs Jitendra Prasada election for Congress president’s post,politics
Congress presidential polls energised cadre: Shashi Tharoor,politics
Revival of Congress has begun: Shashi Tharoor,politics
Kharge vs Tharoor: Congress to get first non-Gandhi president in 24 years on Wednesday,politics
Rahul Gandhi's Bharat Jodo Yatra enters Andhra Pradesh,politics
Rajya Sabha opposition leader Kharge takes centre stage as polling for Congress president ends,politics
"'Manish Sisodia is today's Bhagat Singh': BJP, Congress seek AAP apology for comparison",politics
"Dollar vs rupee: Congress, BJP clash over Nirmala Sitharaman’s comment",politics
"AAP leaders Arvind Kejriwal, Bhagwant Mann to address public meetings in Gujarat today",politics
News,politics
News,politics
Tharoor's 'netagiri' jibe at Kharge camp on eve of Cong president polls,politics
"Video war: BJP puts out animation of Rahul on Bharat Jodo Yatra, Cong on PM's 'unfulfilled promises'",politics
Kharge vs Tharoor on Monday as Cong set for non-Gandhi prez after 24 years,politics
Cong polls: Electors asked to put tick mark after Tharoor's team flags putting '1' may lead to confusion,politics
History beckons as Congress gears up for 6th election contest for AICC chief in its history,politics
Why Election Commission’s delinking of Gujarat from Himachal Pradesh assembly election raises doubts,politics
"PM Narendra Modi will have to answer questions on inflation, unemployment: Rahul Gandhi",politics
"Jawaharlal Nehru left J&K a mess, PM Modi cleaned it up: Amit Shah",politics
UP BJP to host first-ever Pasmanda meet on October 16,politics
"Boost for Uddhav Thackeray, HC rules in favour of Rutuja Latke, pulls up BMC",politics
"'Difference in treatment': Shashi Tharoor laments lack of level-playing field in Congress president elections, Kharge plays down remark",politics
"BJP has anti-reservation agenda, alleges JD(U)",politics
"Nehru's 'insertion' of Article 370 caused Kashmir issue, PM Modi resolved problem, says Union minister Shah",politics
Pressure on bypoll nominee to join Eknath Shinde's party: Uddhav Sena,politics
Kharge evades query on Rahul Gandhi with 'Bakrid & Muharram' reply; BJP calls it 'insult to Muslims',politics
'Bakrid mein bachenge ... ': Congress presidential candidate Mallikarjun Kharge's response when asked about party's PM face for 2024,politics
"Nehru’s role in Kashmir: BJP, Congress spar over Modi’s remarks",politics
JP Nadda to launch BJP's 'Gaurav Yatra' in Gujarat today,politics
Eknath Shinde faction gets '2 swords & a shield' symbol,politics
Bihar CM after changing sides 5 times: Amit Shah's jibe at Nitish Kumar,politics
Why Mulayam’s death poses challenge to Akhilesh Yadav in Samajwadi Party bastions,politics
"In Karnataka, Congress keeps Kharge away from yatra",politics
Mulayam Singh Yadav democracy’s key soldier during Emergency: PM Modi,politics
Why ‘Mullah Mulayam’ tag didn’t hurt,politics
Mulayam Singh Yadav: A socialist who built an anti-Congress front,politics
Was 'PariWar' Mulayam's bid to put son Akhilesh at party's helm?,politics
Mulayam Singh Yadav: A wrestler who mastered his moves,politics
"Mumbai: Eknath Shinde's camp won’t contest Andheri bypoll, will back BJP",politics
PM Modi cautions against ‘silent’ Congress campaign,politics
"In veiled dig at AAP, PM Narendra Modi says Gujarat will defeat ‘urban Naxals’",politics
"Election Commission gives mashaal to Uddhav Thackeray, Eknath Shinde time to pick symbol",politics
Mulayam Singh Yadav: ‘Netaji’ bows out from the political akhada,politics
Mulayam Singh Yadav's 55 years in political arena,politics
People aren't going to tolerate an unfair India where youths don't have jobs: Rahul Gandhi,politics
"Congress's presidential poll candidate Kharge stay away from Bharat Jodo Yatra's Karnataka leg, party keen to stress Gandhis' neutrality: Sources",politics
NCP chief Sharad Pawar likely to welcome Congress' Bharat Jodo Yatra in Maharashtra next month,politics
"Tejashwi Yadav calls for Oppn unity, setting aside egos",politics
"Shiv Sena symbol row: Eknath Shinde's camp to submit symbols list to EC today; trumpet, gada, talwar among picks",politics
"Uddhav Thackeray picks 3 symbols, but none on Election Commission's free list",politics
Time has come to become 'ruler society': Mayawati's call to Bahujan Samaj,politics
"Presidential candidates persons of stature, can’t be ‘remote controlled’: Rahul Gandhi",politics
Confident that ‘bow and arrow’ will be ours: Shinde camp,politics
"Shiv Sena symbol row: We will fight and win, says Aaditya Thackeray, tears into ‘traitors’",politics
"Election Commission freezes party name, symbol for both Uddhav, Shinde camps",politics
"Congress president poll: Rahul, leaders part of Bharat Jodo Yatra to vote at campsite in Karnataka",politics
Fadnavis slams Rahul on Savarkar remark; asks whether Uddhav Thackeray backs it,politics
"Objective of Bharat Jodo Yatra is to bring India together, not 2024 elections: Congress MP Rahul",politics
AAP govt will sponsor Ayodhya trip of Lord Ram devotees if voted to power in Gujarat: Kejriwal,politics
Is Mahakal Corridor built on ‘encroached land’?,politics
"Sonia Gandhi joins son Rahul’s long walk, Congress plays ‘Maa card’",politics
News,politics
News,politics
Uddhav camp may misuse poll symbol: Shinde faction to Election Commision,politics
BJP may back Election Commission's move on viability of poll promises,politics
"Union home minister Amit Shah, BJP chief J P Nadda on Assam visit from Friday",politics
